"BCR","BCR_name","CommonName","ScientificName","SPEC","No_individuals","Nsta_CJS","No_yrunique_adults","No_yrunique_young","phi.med","phi.sd","phi.05","phi.95","phi.trend.med","phi.trend.sd","phi.trend.05","phi.trend.95","sigma.phi.med","sigma.phi.sd","sigma.phi.05","sigma.phi.95","pi.med","pi.sd","pi.05","pi.95","pi.trend.med","pi.trend.sd","pi.trend.05","pi.trend.95","sigma.pi.med","sigma.pi.sd","sigma.pi.05","sigma.pi.95","ri.med","ri.sd","ri.05","ri.95","ri.trend.med","ri.trend.sd","ri.trend.05","ri.trend.95","sigma.ri.med","sigma.ri.sd","sigma.ri.05","sigma.ri.95","ahy.med","ahy.sd","ahy.05","ahy.95","ahy.trend.med","ahy.trend.sd","ahy.trend.05","ahy.trend.95","sigma.ahy.med","sigma.ahy.sd","sigma.ahy.05","sigma.ahy.95","hy.med","hy.sd","hy.05","hy.95","hy.trend.med","hy.trend.sd","hy.trend.05","hy.trend.95","sigma.hy.med","sigma.hy.sd","sigma.hy.05","sigma.hy.95"
4,"Northwestern Interior Forest","Lincoln's Sparrow","Melospiza lincolnii","LISP",245,8,289,279,0.405,0.05,0.309,0.472,-0.004,0.019,-0.03,0.03,0.305,0.327,0.031,1.011,0.653,0.127,0.444,0.864,-0.026,0.059,-0.113,0.079,0.341,0.591,0.03,1.53,0.495,0.212,0.261,0.934,-0.015,0.03,-0.081,0.016,0.739,0.29,0.422,1.315,1.476,0.924,0.732,3.391,0.027,0.02,-0.005,0.06,0.147,0.116,0.018,0.385,0.677,0.493,0.265,1.661,-0.004,0.045,-0.081,0.066,0.894,0.329,0.549,1.557
4,"Northwestern Interior Forest","Yellow Warbler","Setophaga petechia","YEWA",566,5,633,249,0.565,0.038,0.48,0.599,0.002,0.013,-0.011,0.029,0.52,0.44,0.069,1.384,0.494,0.065,0.396,0.608,-0.015,0.014,-0.038,0.007,0.276,0.295,0.026,0.886,0.246,0.101,0.134,0.451,0.005,0.015,-0.011,0.035,0.432,0.311,0.112,1.075,1.08,0.667,0.455,2.549,-0.03,0.029,-0.081,0.015,0.284,0.15,0.107,0.581,0.364,0.363,0.127,1.14,0.027,0.033,-0.023,0.085,0.606,0.291,0.321,1.206
4,"Northwestern Interior Forest","Hermit Thrush","Catharus guttatus","HETH",112,5,142,48,0.499,0.046,0.42,0.569,0.005,0.021,-0.026,0.041,0.735,0.741,0.09,2.119,0.682,0.113,0.506,0.881,-0.036,0.043,-0.115,0.017,0.623,1.051,0.056,2.947,0.382,0.216,0.176,0.833,-0.009,0.032,-0.068,0.036,0.187,0.219,0.017,0.648,0.592,0.374,0.264,1.354,-0.01,0.023,-0.028,0.043,0.4,0.192,0.16,0.77,0.26,0.192,0.102,0.669,-0.017,0.033,-0.057,0.05,0.4,0.305,0.053,1.006
4,"Northwestern Interior Forest","Black-capped Chickadee","Poecile atricapillus","BCCH",145,8,167,227,0.493,0.03,0.45,0.546,0.009,0.013,-0.013,0.028,0.996,1.688,0.088,5.244,0.812,0.146,0.503,0.97,-0.027,0.035,-0.084,0.022,5.937,2.337,2.121,9.553,1.268,0.5,0.717,2.254,0.002,0.025,-0.032,0.048,0.531,0.314,0.167,1.153,1.22,0.351,0.75,1.894,-0.02,0.016,-0.048,0.005,0.157,0.127,0.018,0.415,1.073,0.504,0.552,2.091,-0.021,0.013,-0.043,0,0.924,0.332,0.552,1.595
4,"Northwestern Interior Forest","American Robin","Turdus migratorius","AMRO",294,12,322,76,0.51,0.035,0.441,0.556,-0.004,0.018,-0.029,0.03,0.83,0.896,0.095,2.833,0.652,0.123,0.437,0.844,-0.011,0.03,-0.059,0.038,1.107,1.506,0.115,4.58,0.213,0.073,0.124,0.357,-0.006,0.01,-0.021,0.012,0.478,0.257,0.131,0.971,1.362,0.415,0.845,2.186,0,0.013,-0.023,0.02,0.258,0.131,0.1,0.517,0.293,0.126,0.151,0.55,-0.002,0.021,-0.037,0.031,0.399,0.222,0.094,0.817
5,"Northern Pacific Rainforest","Orange-crowned Warbler","Leiothlypis celata","OCWA",2355,45,3535,3549,0.481,0.02,0.448,0.514,0.012,0.011,-0.006,0.028,0.171,0.131,0.02,0.435,0.568,0.044,0.502,0.646,0.019,0.02,-0.012,0.054,0.259,0.176,0.031,0.593,0.68,0.107,0.529,0.875,-0.01,0.009,-0.024,0.005,0.24,0.052,0.17,0.337,1.663,0.276,1.262,2.15,-0.026,0.007,-0.037,-0.015,0.169,0.035,0.121,0.235,1.09,0.245,0.782,1.583,-0.011,0.012,-0.032,0.008,0.49,0.079,0.387,0.642
5,"Northern Pacific Rainforest","Purple Finch","Haemorhous purpureus","PUFI",2471,48,2393,751,0.474,0.032,0.418,0.521,0.003,0.017,-0.023,0.032,0.32,0.177,0.063,0.644,0.745,0.072,0.642,0.879,-0.015,0.036,-0.074,0.041,0.472,0.368,0.056,1.187,0.226,0.034,0.177,0.287,0.009,0.016,-0.017,0.037,0.512,0.107,0.368,0.715,0.987,0.181,0.733,1.324,-0.006,0.01,-0.022,0.01,0.321,0.059,0.241,0.433,0.183,0.049,0.118,0.276,-0.011,0.016,-0.037,0.017,0.595,0.107,0.455,0.8
5,"Northern Pacific Rainforest","MacGillivray's Warbler","Geothlypis tolmiei","MGWA",3185,51,4198,1758,0.478,0.02,0.446,0.512,0,0.009,-0.015,0.016,0.18,0.109,0.029,0.38,0.562,0.02,0.527,0.592,-0.012,0.01,-0.028,0.004,0.268,0.113,0.088,0.462,0.316,0.06,0.232,0.429,-0.006,0.013,-0.027,0.016,0.65,0.122,0.488,0.883,1.79,0.315,1.362,2.386,-0.021,0.004,-0.029,-0.014,0.092,0.028,0.053,0.143,0.516,0.136,0.34,0.777,-0.029,0.015,-0.056,-0.006,0.599,0.111,0.456,0.813
5,"Northern Pacific Rainforest","Yellow-breasted Chat","Icteria virens","YBCH",1179,22,1780,651,0.528,0.029,0.48,0.575,0.004,0.013,-0.015,0.027,0.464,0.176,0.205,0.781,0.594,0.044,0.527,0.671,-0.042,0.019,-0.072,-0.011,0.333,0.19,0.037,0.664,0.29,0.049,0.219,0.38,0.006,0.009,-0.01,0.02,0.248,0.082,0.123,0.388,1.796,0.467,1.185,2.735,-0.002,0.005,-0.01,0.007,0.086,0.045,0.013,0.163,0.423,0.156,0.232,0.728,0.002,0.011,-0.015,0.02,0.319,0.076,0.214,0.46
5,"Northern Pacific Rainforest","Lincoln's Sparrow","Melospiza lincolnii","LISP",644,16,871,428,0.397,0.032,0.342,0.445,-0.009,0.013,-0.034,0.01,0.256,0.182,0.034,0.617,0.89,0.055,0.795,0.974,-0.085,0.053,-0.183,-0.013,0.657,0.601,0.073,1.958,0.341,0.078,0.233,0.488,-0.007,0.015,-0.033,0.016,0.461,0.152,0.251,0.743,0.762,0.286,0.422,1.337,-0.013,0.009,-0.027,0.002,0.17,0.065,0.07,0.285,0.289,0.105,0.159,0.494,-0.002,0.019,-0.033,0.029,0.599,0.161,0.384,0.904
5,"Northern Pacific Rainforest","Lazuli Bunting","Passerina amoena","LAZB",498,26,626,116,0.528,0.063,0.442,0.645,0.006,0.031,-0.045,0.055,0.58,0.643,0.042,1.966,0.472,0.126,0.318,0.723,-0.029,0.044,-0.087,0.054,0.513,0.556,0.058,1.684,0.091,0.023,0.061,0.136,-0.003,0.02,-0.037,0.027,0.288,0.189,0.032,0.637,0.724,0.113,0.547,0.915,-0.005,0.011,-0.023,0.013,0.304,0.072,0.204,0.437,0.047,0.013,0.028,0.071,-0.035,0.017,-0.065,-0.011,0.434,0.171,0.178,0.729
5,"Northern Pacific Rainforest","Yellow Warbler","Setophaga petechia","YEWA",1598,36,2286,439,0.578,0.018,0.547,0.606,0.001,0.009,-0.011,0.018,0.129,0.129,0.012,0.41,0.564,0.044,0.495,0.64,-0.014,0.012,-0.032,0.008,0.459,0.225,0.094,0.851,0.124,0.021,0.094,0.163,0.001,0.01,-0.016,0.015,0.379,0.093,0.251,0.553,1.224,0.251,0.873,1.688,-0.022,0.008,-0.034,-0.01,0.216,0.044,0.158,0.3,0.117,0.035,0.072,0.185,-0.033,0.014,-0.057,-0.01,0.379,0.089,0.258,0.545
5,"Northern Pacific Rainforest","Western Wood-Pewee","Contopus sordidulus","WEWP",455,33,589,61,0.583,0.042,0.513,0.652,0.016,0.023,-0.025,0.049,0.762,0.452,0.112,1.595,0.524,0.072,0.397,0.634,-0.024,0.033,-0.066,0.042,0.435,0.401,0.049,1.269,0.027,0.011,0.016,0.05,-0.009,0.027,-0.06,0.029,0.968,0.345,0.486,1.611,0.861,0.13,0.65,1.076,0.011,0.009,-0.005,0.026,0.07,0.056,0.007,0.183,0.021,0.007,0.011,0.035,-0.014,0.024,-0.057,0.02,0.861,0.263,0.516,1.365
5,"Northern Pacific Rainforest","Swainson's Thrush","Catharus ustulatus","SWTH",8737,73,12985,1665,0.597,0.007,0.585,0.609,-0.005,0.005,-0.012,0.003,0.072,0.043,0.011,0.152,0.605,0.016,0.58,0.632,-0.01,0.009,-0.024,0.005,0.222,0.065,0.132,0.343,0.081,0.012,0.065,0.102,-0.006,0.009,-0.023,0.008,0.365,0.069,0.275,0.497,5.858,0.739,4.739,7.187,-0.008,0.004,-0.014,-0.003,0.101,0.021,0.073,0.14,0.445,0.098,0.312,0.631,-0.022,0.01,-0.039,-0.006,0.341,0.064,0.256,0.463
5,"Northern Pacific Rainforest","Dusky Flycatcher","Empidonax oberholseri","DUFL",484,18,610,70,0.504,0.046,0.437,0.587,-0.01,0.025,-0.056,0.02,0.68,0.405,0.124,1.423,0.413,0.056,0.325,0.509,-0.045,0.022,-0.086,-0.015,0.521,0.312,0.092,1.102,0.038,0.014,0.022,0.066,0.013,0.03,-0.034,0.061,1.158,0.383,0.683,1.906,0.727,0.231,0.428,1.168,-0.028,0.015,-0.053,-0.004,0.38,0.112,0.238,0.6,0.023,0.011,0.008,0.044,0,0.036,-0.057,0.062,1.379,0.351,0.932,2.066
5,"Northern Pacific Rainforest","Bullock's Oriole","Icterus bullockii","BUOR",479,17,598,230,0.514,0.044,0.449,0.592,0.006,0.029,-0.035,0.059,0.323,0.306,0.036,0.982,0.534,0.113,0.386,0.76,0.018,0.045,-0.044,0.1,0.417,0.436,0.037,1.324,0.156,0.041,0.103,0.233,-0.01,0.023,-0.045,0.03,0.803,0.19,0.549,1.164,1.209,0.308,0.807,1.801,0.015,0.012,-0.005,0.036,0.33,0.095,0.199,0.507,0.143,0.062,0.075,0.272,0.019,0.023,-0.016,0.058,0.739,0.162,0.523,1.048
5,"Northern Pacific Rainforest","Spotted Towhee","Pipilo maculatus","SPTO",1524,43,2151,1551,0.504,0.023,0.467,0.542,0.001,0.011,-0.016,0.019,0.167,0.13,0.016,0.425,0.798,0.06,0.71,0.911,-0.022,0.03,-0.078,0.018,0.682,0.457,0.127,1.58,0.439,0.059,0.359,0.55,0.009,0.009,-0.005,0.024,0.331,0.07,0.236,0.463,2.013,0.342,1.511,2.631,0.003,0.006,-0.007,0.013,0.146,0.038,0.093,0.217,0.889,0.181,0.639,1.232,0.005,0.01,-0.011,0.022,0.43,0.075,0.331,0.574
5,"Northern Pacific Rainforest","Western Flycatcher","Empidonax difficilis/occidentalis","WEFL",2759,67,3035,1048,0.494,0.032,0.444,0.55,-0.003,0.018,-0.033,0.025,0.388,0.195,0.093,0.737,0.507,0.046,0.438,0.588,-0.036,0.02,-0.068,-0.004,0.228,0.168,0.025,0.557,0.259,0.046,0.195,0.345,-0.009,0.014,-0.032,0.012,0.482,0.1,0.35,0.672,1.709,0.21,1.392,2.08,-0.012,0.008,-0.025,0.002,0.27,0.053,0.199,0.37,0.445,0.087,0.322,0.604,-0.018,0.015,-0.043,0.005,0.547,0.107,0.406,0.752
5,"Northern Pacific Rainforest","Yellow-rumped Warbler","Setophaga coronata","YRWA",772,27,920,349,0.471,0.033,0.416,0.522,-0.001,0.019,-0.027,0.032,0.378,0.377,0.028,1.162,0.554,0.122,0.407,0.818,-0.037,0.047,-0.11,0.039,0.516,1.129,0.051,2.788,0.247,0.066,0.161,0.375,0.006,0.021,-0.023,0.045,0.574,0.156,0.368,0.871,0.791,0.168,0.566,1.108,-0.005,0.007,-0.018,0.003,0.148,0.061,0.048,0.25,0.147,0.056,0.083,0.26,-0.013,0.018,-0.04,0.018,0.757,0.157,0.549,1.059
5,"Northern Pacific Rainforest","Downy Woodpecker","Dryobates pubescens","DOWO",399,46,483,361,0.489,0.042,0.411,0.548,0.013,0.021,-0.017,0.05,0.316,0.268,0.031,0.874,0.899,0.095,0.702,0.997,0.012,0.045,-0.061,0.082,1.138,1.188,0.114,3.793,0.702,0.09,0.568,0.863,0.019,0.012,0.001,0.039,0.12,0.095,0.013,0.314,0.51,0.058,0.423,0.611,-0.007,0.008,-0.02,0.006,0.07,0.059,0.007,0.192,0.339,0.047,0.269,0.425,0.014,0.01,-0.003,0.029,0.229,0.096,0.066,0.389
5,"Northern Pacific Rainforest","Black-headed Grosbeak","Pheucticus melanocephalus","BHGR",2047,66,2555,1132,0.615,0.023,0.577,0.65,0.008,0.015,-0.013,0.034,0.412,0.273,0.064,0.937,0.499,0.05,0.423,0.588,-0.036,0.021,-0.069,-0.001,0.253,0.177,0.026,0.594,0.197,0.033,0.149,0.256,0.011,0.01,-0.006,0.028,0.383,0.079,0.277,0.532,1.71,0.184,1.449,2.057,-0.003,0.007,-0.014,0.007,0.203,0.039,0.15,0.277,0.287,0.071,0.193,0.422,0.003,0.014,-0.019,0.028,0.604,0.102,0.47,0.799
5,"Northern Pacific Rainforest","Song Sparrow","Melospiza melodia","SOSP",5145,66,7379,7707,0.504,0.011,0.485,0.522,0.004,0.006,-0.006,0.012,0.094,0.068,0.009,0.225,0.686,0.018,0.659,0.716,-0.018,0.009,-0.035,-0.006,0.087,0.073,0.007,0.234,0.899,0.079,0.781,1.039,-0.001,0.006,-0.011,0.007,0.272,0.047,0.208,0.362,3.572,0.583,2.77,4.661,-0.026,0.004,-0.033,-0.018,0.137,0.027,0.1,0.189,3.493,0.581,2.592,4.504,-0.027,0.007,-0.038,-0.016,0.248,0.042,0.192,0.328
5,"Northern Pacific Rainforest","Bewick's Wren","Thryomanes bewickii","BEWR",587,28,841,1226,0.455,0.023,0.416,0.491,-0.005,0.015,-0.032,0.016,0.12,0.116,0.006,0.371,0.812,0.063,0.711,0.922,-0.012,0.043,-0.085,0.053,0.87,0.514,0.186,1.867,1.284,0.15,1.062,1.554,0.006,0.011,-0.011,0.023,0.219,0.082,0.093,0.361,1.265,0.225,0.941,1.673,0,0.008,-0.012,0.014,0.096,0.059,0.014,0.203,1.436,0.295,1.027,1.983,0.004,0.012,-0.016,0.024,0.329,0.065,0.244,0.453
5,"Northern Pacific Rainforest","Western Tanager","Piranga ludoviciana","WETA",893,51,1000,422,0.507,0.06,0.393,0.587,-0.016,0.034,-0.083,0.026,0.525,0.491,0.057,1.561,1,0.061,0.873,1,-0.011,0.311,-0.586,0.454,2.672,2.376,0.227,7.828,0.111,0.03,0.07,0.168,-0.003,0.016,-0.028,0.025,0.393,0.137,0.198,0.639,0.773,0.114,0.603,0.979,0.014,0.008,0.001,0.027,0.262,0.059,0.183,0.372,0.046,0.019,0.026,0.085,0.003,0.015,-0.021,0.03,0.603,0.133,0.43,0.861
5,"Northern Pacific Rainforest","American Robin","Turdus migratorius","AMRO",2196,72,2707,832,0.514,0.019,0.483,0.545,-0.009,0.01,-0.026,0.007,0.208,0.164,0.018,0.541,0.838,0.053,0.747,0.921,-0.018,0.026,-0.072,0.014,0.753,0.436,0.168,1.589,0.192,0.025,0.155,0.238,-0.005,0.007,-0.015,0.007,0.115,0.066,0.016,0.232,1.65,0.188,1.369,1.992,0.005,0.005,-0.002,0.013,0.074,0.036,0.014,0.134,0.304,0.053,0.23,0.403,0.012,0.008,-0.001,0.026,0.107,0.056,0.023,0.206
5,"Northern Pacific Rainforest","Black-capped Chickadee","Poecile atricapillus","BCCH",596,33,835,1111,0.485,0.023,0.442,0.518,0.011,0.011,-0.006,0.028,0.203,0.19,0.018,0.606,0.795,0.086,0.658,0.947,-0.03,0.03,-0.084,0.01,0.923,0.852,0.101,2.665,0.993,0.142,0.786,1.249,-0.016,0.012,-0.037,0.003,0.309,0.092,0.177,0.476,1.193,0.176,0.936,1.515,-0.002,0.008,-0.015,0.011,0.149,0.059,0.053,0.249,0.922,0.181,0.663,1.256,-0.023,0.008,-0.037,-0.01,0.373,0.08,0.266,0.524
5,"Northern Pacific Rainforest","Hermit Thrush","Catharus guttatus","HETH",936,35,1117,407,0.497,0.032,0.444,0.548,0.005,0.017,-0.023,0.033,0.264,0.211,0.027,0.688,0.533,0.062,0.44,0.643,-0.032,0.027,-0.078,0.012,0.314,0.234,0.026,0.77,0.376,0.088,0.257,0.541,-0.008,0.02,-0.043,0.023,0.479,0.147,0.291,0.768,0.503,0.102,0.357,0.69,-0.016,0.008,-0.032,-0.004,0.137,0.053,0.061,0.233,0.207,0.049,0.141,0.3,-0.039,0.018,-0.073,-0.014,0.303,0.106,0.165,0.507
5,"Northern Pacific Rainforest","Warbling Vireo","Vireo gilvus","WAVI",1181,51,1453,91,0.523,0.035,0.464,0.578,-0.013,0.016,-0.041,0.009,0.247,0.239,0.024,0.755,0.507,0.052,0.429,0.599,-0.019,0.017,-0.046,0.01,0.217,0.164,0.026,0.549,0.03,0.009,0.018,0.048,-0.019,0.024,-0.059,0.021,0.857,0.264,0.504,1.353,1.003,0.144,0.796,1.267,-0.007,0.007,-0.016,0.006,0.219,0.06,0.135,0.331,0.026,0.009,0.015,0.045,-0.042,0.023,-0.082,-0.005,0.785,0.245,0.451,1.24
5,"Northern Pacific Rainforest","Dark-eyed Junco","Junco hyemalis","DEJU",2887,49,3615,3365,0.466,0.016,0.44,0.491,0.005,0.01,-0.01,0.023,0.251,0.108,0.068,0.431,0.683,0.025,0.648,0.73,-0.013,0.012,-0.033,0.008,0.141,0.111,0.014,0.362,0.888,0.139,0.69,1.143,-0.004,0.013,-0.024,0.018,0.517,0.092,0.396,0.692,1.332,0.296,0.935,1.89,0,0.004,-0.007,0.007,0.168,0.033,0.123,0.231,1.245,0.311,0.833,1.847,-0.005,0.013,-0.026,0.016,0.62,0.101,0.487,0.814
5,"Northern Pacific Rainforest","House Wren","Troglodytes aedon","HOWR",241,14,281,212,0.333,0.045,0.256,0.402,-0.006,0.027,-0.051,0.039,0.389,0.505,0.039,1.379,0.651,0.091,0.51,0.809,-0.022,0.047,-0.119,0.026,2.904,2.592,0.391,8.8,1.019,0.279,0.671,1.563,0.015,0.016,-0.009,0.045,0.684,0.263,0.32,1.173,0.217,0.073,0.127,0.361,-0.012,0.018,-0.041,0.018,0.397,0.164,0.166,0.696,0.248,0.086,0.144,0.418,0.002,0.013,-0.017,0.024,0.785,0.181,0.547,1.132
5,"Northern Pacific Rainforest","Traill's Flycatcher","Empidonax alnorum/traillii","TRFL",1324,38,1548,33,0.521,0.027,0.474,0.561,-0.011,0.015,-0.036,0.012,0.195,0.174,0.013,0.559,0.34,0.047,0.266,0.42,-0.036,0.029,-0.087,0.006,0.66,0.264,0.282,1.139,0.016,0.004,0.01,0.024,0.044,0.026,0.007,0.093,0.387,0.321,0.025,1.038,0.828,0.135,0.638,1.078,-0.027,0.007,-0.038,-0.016,0.148,0.05,0.074,0.236,0.011,0.004,0.005,0.019,0.042,0.033,-0.01,0.099,0.495,0.338,0.059,1.137
5,"Northern Pacific Rainforest","Bushtit","Psaltriparus minimus","BUSH",537,35,553,992,0.189,0.109,0.059,0.407,0.012,0.093,-0.122,0.166,2.351,1.71,0.792,6.333,1,0.054,0.882,1,0.067,0.43,-0.653,0.772,2.64,2.395,0.277,7.991,1.814,0.299,1.397,2.37,0.006,0.016,-0.022,0.029,0.404,0.116,0.235,0.613,0.452,0.097,0.32,0.635,-0.016,0.014,-0.04,0.007,0.461,0.095,0.333,0.642,0.784,0.172,0.55,1.114,-0.019,0.014,-0.043,0.002,0.443,0.082,0.333,0.598
5,"Northern Pacific Rainforest","Common Yellowthroat","Geothlypis trichas","COYE",1216,24,1617,822,0.482,0.021,0.446,0.514,0.001,0.007,-0.011,0.014,0.151,0.124,0.013,0.401,0.659,0.041,0.596,0.73,-0.007,0.017,-0.033,0.022,0.497,0.232,0.136,0.903,0.384,0.069,0.286,0.509,0.007,0.011,-0.008,0.027,0.364,0.085,0.245,0.522,0.783,0.185,0.536,1.123,-0.01,0.007,-0.021,0.001,0.138,0.045,0.072,0.217,0.205,0.073,0.12,0.351,-0.009,0.014,-0.032,0.013,0.45,0.085,0.336,0.612
5,"Northern Pacific Rainforest","Wilson's Warbler","Cardellina pusilla","WIWA",4967,67,6144,1701,0.449,0.018,0.418,0.479,0,0.008,-0.014,0.014,0.142,0.097,0.014,0.325,0.609,0.03,0.561,0.661,-0.002,0.013,-0.022,0.02,0.145,0.105,0.019,0.352,0.19,0.036,0.138,0.254,-0.013,0.011,-0.03,0.006,0.475,0.086,0.361,0.64,3.368,0.466,2.685,4.213,-0.008,0.005,-0.017,-0.001,0.15,0.029,0.112,0.205,0.6,0.141,0.402,0.863,-0.009,0.012,-0.029,0.01,0.462,0.084,0.351,0.626
5,"Northern Pacific Rainforest","American Goldfinch","Spinus tristis","AMGO",1397,25,1384,110,0.435,0.025,0.39,0.471,-0.006,0.016,-0.031,0.02,0.429,0.248,0.087,0.898,0.526,0.065,0.429,0.644,-0.036,0.026,-0.086,-0.003,0.352,0.252,0.042,0.839,0.016,0.008,0.007,0.033,-0.022,0.028,-0.069,0.024,0.581,0.224,0.27,0.999,1.287,0.315,0.877,1.91,-0.063,0.012,-0.083,-0.043,0.303,0.065,0.218,0.425,0.018,0.011,0.007,0.042,-0.075,0.033,-0.132,-0.023,0.728,0.208,0.459,1.129
5,"Northern Pacific Rainforest","Brown-headed Cowbird","Molothrus ater","BHCO",402,32,,,0.5,0.031,0.448,0.55,0.001,0.015,-0.026,0.024,0.459,0.3,0.068,1.039,0.622,0.071,0.515,0.748,-0.006,0.026,-0.053,0.03,0.255,0.301,0.02,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"Boreal Taiga Plains","Swainson's Thrush","Catharus ustulatus","SWTH",827,31,1086,422,0.59,0.028,0.525,0.615,-0.005,0.011,-0.022,0.014,0.393,0.304,0.042,1.007,0.497,0.065,0.397,0.605,-0.023,0.023,-0.064,0.01,0.178,0.188,0.017,0.589,0.243,0.063,0.161,0.363,0,0.012,-0.017,0.022,0.332,0.122,0.172,0.566,3.165,0.736,2.194,4.59,-0.004,0.008,-0.018,0.008,0.183,0.065,0.096,0.306,0.718,0.273,0.405,1.274,-0.005,0.015,-0.028,0.021,0.345,0.118,0.195,0.575
6,"Boreal Taiga Plains","White-throated Sparrow","Zonotrichia albicollis","WTSP",1712,31,2297,872,0.424,0.033,0.371,0.479,0.014,0.017,-0.013,0.043,0.358,0.169,0.145,0.686,0.682,0.049,0.609,0.767,-0.001,0.021,-0.038,0.032,0.21,0.164,0.025,0.533,0.285,0.048,0.221,0.377,0.006,0.015,-0.019,0.031,0.523,0.156,0.324,0.825,5.146,1.19,3.505,7.34,0.011,0.007,0,0.022,0.145,0.049,0.078,0.237,1.603,0.508,0.956,2.597,0.006,0.021,-0.024,0.044,0.604,0.192,0.365,0.977
6,"Boreal Taiga Plains","Hermit Thrush","Catharus guttatus","HETH",127,23,152,115,0.497,0.055,0.392,0.566,0.003,0.023,-0.034,0.038,2.397,2.248,0.554,7.965,0.541,0.132,0.314,0.749,-0.033,0.039,-0.099,0.023,1.072,1.735,0.123,5.522,0.699,0.298,0.325,1.269,0.013,0.035,-0.023,0.089,0.209,0.213,0.023,0.682,0.355,0.119,0.206,0.589,-0.014,0.013,-0.036,0.007,0.371,0.143,0.186,0.647,0.286,0.123,0.139,0.53,-0.01,0.03,-0.042,0.053,0.598,0.267,0.287,1.122
6,"Boreal Taiga Plains","Common Yellowthroat","Geothlypis trichas","COYE",156,21,203,28,0.49,0.035,0.426,0.542,0.001,0.009,-0.015,0.014,0.438,0.653,0.051,1.66,0.587,0.071,0.465,0.698,-0.004,0.024,-0.036,0.041,0.779,1.638,0.064,4.851,0.1,0.041,0.05,0.18,0.001,0.015,-0.024,0.024,0.657,0.608,0.079,1.902,0.653,0.233,0.369,1.11,0.001,0.018,-0.027,0.031,0.095,0.091,0.013,0.293,0.028,0.023,0.009,0.077,0.002,0.033,-0.048,0.06,0.82,0.531,0.21,1.903
6,"Boreal Taiga Plains","Black-capped Chickadee","Poecile atricapillus","BCCH",158,25,173,446,0.488,0.029,0.439,0.531,0.011,0.012,-0.007,0.032,0.852,0.875,0.107,2.632,0.817,0.14,0.522,0.97,-0.021,0.038,-0.066,0.047,3.636,2.849,0.376,9.245,1.704,0.55,0.97,2.762,0.014,0.024,-0.015,0.062,0.457,0.247,0.18,0.959,0.861,0.224,0.567,1.293,-0.031,0.017,-0.063,-0.007,0.123,0.125,0.007,0.393,1.28,0.402,0.785,2.051,-0.021,0.012,-0.041,0,0.557,0.2,0.323,0.961
6,"Boreal Taiga Plains","Lincoln's Sparrow","Melospiza lincolnii","LISP",391,27,535,460,0.397,0.05,0.301,0.461,-0.01,0.017,-0.045,0.011,0.346,0.373,0.038,1.112,0.749,0.13,0.496,0.921,-0.026,0.059,-0.112,0.079,1.084,0.989,0.401,3.149,0.551,0.207,0.27,0.938,0.013,0.033,-0.019,0.087,0.319,0.224,0.119,0.785,0.552,0.229,0.292,1.028,0.074,0.024,0.038,0.114,0.184,0.141,0.04,0.487,0.167,0.082,0.077,0.339,0.155,0.034,0.101,0.213,0.319,0.15,0.18,0.627
6,"Boreal Taiga Plains","Wilson's Warbler","Cardellina pusilla","WIWA",155,15,186,80,0.445,0.068,0.312,0.533,-0.001,0.021,-0.039,0.025,1.002,1.534,0.086,4.548,0.495,0.088,0.343,0.631,-0.011,0.03,-0.067,0.031,0.484,0.653,0.044,1.858,0.243,0.14,0.103,0.528,-0.012,0.025,-0.04,0.035,0.425,0.317,0.068,1.056,0.807,0.914,0.372,2.872,-0.035,0.051,-0.157,0.004,0.367,0.245,0.079,0.842,0.147,0.156,0.055,0.466,-0.031,0.042,-0.123,0.01,0.406,0.321,0.055,1.05
6,"Boreal Taiga Plains","Yellow-rumped Warbler","Setophaga coronata","YRWA",511,27,632,153,0.476,0.031,0.43,0.53,0.002,0.015,-0.02,0.03,0.221,0.23,0.02,0.725,0.814,0.143,0.54,0.99,-0.029,0.075,-0.107,0.113,2.716,2.03,0.91,7.56,0.25,0.099,0.14,0.452,-0.034,0.028,-0.089,0.002,0.746,0.226,0.456,1.183,1.302,0.335,0.864,1.921,0.001,0.007,-0.008,0.016,0.213,0.08,0.102,0.36,0.271,0.143,0.125,0.573,-0.027,0.024,-0.077,0.001,0.938,0.236,0.635,1.396
6,"Boreal Taiga Plains","Dark-eyed Junco","Junco hyemalis","DEJU",110,14,123,194,0.463,0.032,0.406,0.507,0.002,0.021,-0.029,0.038,0.767,0.966,0.078,2.748,0.669,0.041,0.602,0.732,-0.013,0.023,-0.047,0.023,1.118,1.534,0.115,4.652,1.499,0.772,0.726,3.052,-0.004,0.028,-0.043,0.05,0.694,0.39,0.317,1.48,0.527,0.266,0.253,1.064,0,0.008,-0.011,0.014,0.113,0.155,0.009,0.443,0.803,0.436,0.367,1.679,0,0.025,-0.034,0.048,0.516,0.227,0.282,0.985
